"behavior","subdialogue_id","subdialogue_text"
"#0Talk-2nd time","21002400","Hmm... Mmm..."
"#0Talk-2nd time","21002401","Ah, oh!"
"#0Talk-2nd time","21002402","Pardon me. I was absorbed in thought."
"#0Talk-2nd time","21002403","Look at me, trapped like a rat."
"#0Talk-2nd time","21002404","But you needn't worry."
"#0Talk-2nd time","21002405","I've just been sitting here, weighing my options."
"#0Talk-2nd time","21002406","The moment has almost come."
"#0Talk-2nd time","21002407","...I just need a bit more time."
"#0Talk-3rd time","21002500","My liberation requires a key."
"#0Talk-3rd time","21002501","But the key is outside..."
"#0Talk-3rd time","21002502","Hmm... A riddle for the ages..."
"#0Talk-1st time after freeing him using the Old Cell Key","21002600","Ah! You are a saint!"
"#0Talk-1st time after freeing him using the Old Cell Key","21002601","Once again, you are my valiant saviour."
"#0Talk-1st time after freeing him using the Old Cell Key","21002602","I, Siegward of Catarina, express my deepest gratitude."
"#0Talk-1st time after freeing him using the Old Cell Key","21002603","Take this, a token of my thanks. Go on, it's all yours."
"#0Talk-2nd time after freeing him using the Old Cell Key","21002700","Ah, no, please, go on ahead."
"#0Talk-2nd time after freeing him using the Old Cell Key","21002701","I've my own road to take."
"#0Talk-2nd time after freeing him using the Old Cell Key","21002702","And a duty to fulfil, very soon..."
"#0Upon being attacked-1st time","21003200","..."
"#0Upon being attacked-2nd time","21003201","..."
"#0Upon being attacked & made hostile","21003300","No sense in holding back now."
"#0Upon being attacked & made hostile","21003301","Witness the fury of a Knight of Catarina!"
"#0Upon being attacked & made hostile","21003302","..."
"#0Upon killing the protagonist","21003500","You were a poor match, friend..."
"#0Upon dying","21003402","How did I ever let this happen..."
"#0After traversing the fog to fight Yhorm the Giant","21002800","Yhorm, old friend."
"#0After traversing the fog to fight Yhorm the Giant","21002801","I, Siegward of the Knights of Catarina,
have come to uphold my promise!"
"#0After traversing the fog to fight Yhorm the Giant","21002802","Let the sun shine upon this Lord of Cinder."
"#0Fighting Yhorm the Giant","21002803","..."
"#0Talk-1st time after defeating Yhorm the Giant","21002900","..."
"#0Talk-1st time after defeating Yhorm the Giant","21002901","It seems I'm in your debt once again."
"#0Talk-1st time after defeating Yhorm the Giant","21002902","My thanks, I could not have kept my promise without you."
"#0Talk-1st time after defeating Yhorm the Giant","21002903","Now, for a final toast."
"#0Talk-1st time after defeating Yhorm the Giant","21002904","To your valour, and my old friend Yhorm."
"#0Talk-1st time after defeating Yhorm the Giant","21002905","Long may the sun shine!"
"#0Talk-1st time after defeating Yhorm the Giant","21002906","..."
"#0Talk-2nd time after defeating Yhorm the Giant","21003000","Well, I'm going to have myself a little nap."
"#0Talk-2nd time after defeating Yhorm the Giant","21003001","The only thing to do, really, after a nice toast."
"#0Talk-2nd time after defeating Yhorm the Giant","21003002","You are a true friend. Best of luck with your duty."
"#0Upon dying during Yhorm the Giant's fight","21003102","Forgive me, old friend..."
"#0Upon dying during Yhorm the Giant's fight","21003103","I've failed, in everything..."
"#0Upon dying during Yhorm the Giant's fight","21003100","##..."
"#0Upon dying during Yhorm the Giant's fight","21003203","##What is the meaning of this!"
"#0Upon dying during Yhorm the Giant's fight","21003204","##What's happened to you!"
"#0Upon dying during Yhorm the Giant's fight","21003400","##..."
"#0Upon dying during Yhorm the Giant's fight","21003403","##Forgive me, old friend..."
