"behavior","subdialogue_id","subdialogue_text"
"#0Choose ""No, I can't fly"" to the 3rd query","6001001","Forgive my prying. Think no more on mine asking."
"#0Choose ""No, I can't fly"" to the 3rd query","6001002","I am ashamed to say, I know very little, of anything..."
"#0Choose ""Yes, I can fly"" to the 3rd query","6000900","Oh, my! I imagined it might be so."
"#0Choose ""Yes, I can fly"" to the 3rd query","6000901","Then thou'rt a dragon, or perhaps a crow?"
"#0Choose ""Yes, I can fly"" to the 3rd query","6000902","Well, whatever thou beest, thou'rt wondrous strange,
yet strangely familiar, visitor."
"#0Choose ""Yes, I can fly"" to the 3rd query","6000903","..."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon","6001100","The Darkmoon Knights were once led by my elder brother,
the Dark Sun Gwyndolin."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon","6001101","But he was stricken by illness,
and leadership of the knights fell to me."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon","6001102","Then Sulyvahn wrongfully proclaimed himself Pontiff,
and took me prisoner."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon","6001103","Oh where could my dear brother be?"
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon","6001104","If only he were here, I would be most pleased for ye both to meet."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon","6001105","As, most assuredly, would he."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon","6001106","..."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 1","6001800","My Blade of the Darkmoon, thy deeds merit great worship."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 1","6001801","As Captain,
'tis my duty to honour knights of great accomplishment."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 1","6001803","Please, it is thine, and not lightly given."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 1","6001804","As a shade of Father Gwyn
and Sister Gwynevere,"
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 1","6001805","Persevere in thy knightly duty,
hunting down the gods' would-be foes."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001900","My Blade of the Darkmoon, thy deeds merit great worship."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001901","I, Yorshka, captain of this company, hereby recognise thy service."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001802","This is a wonder of the Darkmoon,
inherited from my brother for this very purpose."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001902","Please, take this. Thou'rt most deserving of it."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001903","As a shade of Father Gwyn
and Sister Gwynevere,"
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001904","Persevere in thy knightly duty,
hunting down the gods' would-be foes."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001905","...I would speak to my brother of this, one day.
Of the shining new hope that joined our dear company."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001906","I speak of thee, of course."
"#0Menu-Choose ""Talk"" after deeping Blades of Darkmoon to rank 2","6001907","..."
"#0Menu-Choose ""Leave"", or abruptly leave","6000600","Off so soon?"
"#0Menu-Choose ""Leave"", or abruptly leave","6000601","May the Darkmoon watch over thee."
"#0Upon being attacked-1st time","6001400","..."
"#0Upon being attacked-2nd time","6001401","..."
"#0Upon being attacked-3rd time","6001500","..."
"#0Upon being attacked-1st time, after joining the Blade of the Darkmoon","6001600","..."
"#0Upon being attacked-2nd time, after joining the Blade of the Darkmoon","6001601","..."
"#0Upon being attacked-3rd time, after joining the Blade of the Darkmoon","6001603","Please, stop this!"
"#0Upon being attacked-4th time, after joining the Blade of the Darkmoon","6001604","Thou'rt no true knight!"
"#0Upon dying","6001502","Dear brother, forgive me..."
"#0Upon dying","6000400","##Thou art return'd?"
"#0Upon dying","6000401","##This tower is a prison.
Thy presence shall invoke the ire of the tyrant, Sulyvahn."
"#0Upon dying","6000402","##I bid thee leave, anon."
"#0Upon dying","6000403","##May the Darkmoon watch over thee."
"#0Upon dying","6001700","##..."
"#0Upon dying","6001200","##Oh, this is...my brother's...finger."
"#0Upon dying","6001201","##How it has thinned and withered..."
"#0Upon dying","6001300","##Oh, my thanks.
I'm certain thou'st given my brother peace."
"#0Upon dying","6001301","##It is not much, but take this ring."
"#0Upon dying","6001302","##It is not much, but please take this."
"#0Upon dying","6001303","##As my thanks, not as a captain,
but as sister to the Dark Sun Gwyndolin."
"#0Upon dying","6001304","##...Thou'st granted me my brother's touch, one last time..."
"#0Upon dying","6001503","##There is no one left..."
"#0Upon dying","6001702","##Dear brother, forgive me..."
"#0Upon dying","6001703","##I have been deceived..."
"#0Upon dying","6001704","##This man is a grave threat..."
"#0Upon dying","6001705","##This woman is a grave threat..."
