"behavior","subdialogue_id","subdialogue_text"
"#0Talk-1st time after defeating the Curse-rotted Greatwood or Crystal Sage","7000404","I don't need it. Not now I've flown the coop."
"#0Talk-1st time after defeating the Curse-rotted Greatwood or Crystal Sage","7000405","..."
"#0Talk-2nd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000500","The Undead Legion of Farron is a caravan of Undead."
"#0Talk-2nd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000501","Sworn by wolf's blood to contain the Abyss,
the Legion will bury a kingdom at the first sign of exposure."
"#0Talk-2nd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000502","Joyous bunch, really."
"#0Talk-2nd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000503","Gaining admission to the Legion is a matter of some ceremony."
"#0Talk-2nd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000504","Inside their keep, snuffing out the flames of
three altars opens the door to the wolf blood."
"#0Talk-2nd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000506","Even accursed Undead want to believe they're special, it seems."
"#0Talk-2nd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000507","I pity the sorry souls."
"#0Talk-2nd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000508","..."
"#0Talk-3rd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000600","Gaining admission to the Legion is a matter of some ceremony."
"#0Talk-3rd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000601","Inside their keep, snuffing out the flames of
three altars opens the door to the wolf blood."
"#0Talk-3rd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000603","Even accursed Undead want to believe they're special, it seems."
"#0Talk-3rd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000604","I pity the sorry souls."
"#0Talk-3rd time after defeating the Curse-rotted Greatwood or Crystal Sage","7000605","..."
"#0Upon being attacked-1st time","7001303","What is it, now!"
"#0Upon being attacked-2nd time","7001304","Enough, you fool!"
"#0Upon being attacked & made hostile","7001400","What in bloody hell is wrong with you!"
"#0Upon being attacked & made hostile","7001401","I'm a deserter, I know."
"#0Upon being attacked & made hostile","7001402","But I've still plenty of fight in me..."
"#0Upon killing the protagonist","7001600","We'll never amount to anything, not you, not I..."
"#0Upon dying","7001500","..."
"#0Upon dying","7001503","You crawled out of the ground, for gods' sake..."
"#0Talk-1st time after defeating the Abyss Watchers","7000700","You offed the Lords of Cinder, the Undead Legion..."
"#0Talk-1st time after defeating the Abyss Watchers","7000701","So that's how they're delivered to their thrones..."
"#0Talk-1st time after defeating the Abyss Watchers","7000702","..."
"#0Talk-1st time after defeating the Abyss Watchers","7000703","I pity the sorry souls. Is that really lordship's last reward?"
"#0Talk-1st time after defeating the Abyss Watchers","7000704","..."
"#0Talk-2nd time after defeating the Abyss Watchers","7001000","Ah, I failed to thank you."
"#0Talk-2nd time after defeating the Abyss Watchers","7001001","For helping them find their final resting place..."
"#0Talk-3rd time after defeating the Abyss Watchers","7000800","..."
"#0Talk-3rd time after defeating the Abyss Watchers","7000801","I pity the sorry souls. Is that really lordship's last reward?"
"#0Talk-3rd time after defeating the Abyss Watchers","7000802","..."
"#0Talk-Outside of Firelink Shrine at the Grave","7000900","The poor, wretched souls..."
"#0Talk-Outside of Firelink Shrine at the Grave","7000901","Be they lord or legend, the curse shows no mercy."
"#0Talk-Outside of Firelink Shrine at the Grave","7000902","What a sham."
"#0Upon being attacked-1st time after defeating the Abyss Watchers","7001703","What is it, now!"
"#0Upon being attacked-2nd time after defeating the Abyss Watchers","7001704","Are you mad?"
"#0Upon being attacked & made hostile after defeating the Abyss Watchers","7001800","Lost your head, have you?"
"#0Upon being attacked & made hostile after defeating the Abyss Watchers","7001801","Then I suppose I'll have to step in."
"#0Upon being attacked & made hostile after defeating the Abyss Watchers","7001802","And avenge the poor lost souls..."
"#0Upon killing the protagonist after defeating the Abyss Watchers","7002000","Who can deny the curse? You poor bastard."
"#0Upon killing the protagonist after defeating the Abyss Watchers","7002001","Who can deny the curse? You poor girl."
"#0Upon dying after defeating the Abyss Watchers","7001902","Go on, be as bloody mad as you like."
"#0Approaching in Farron Mausoleum","7001200","Ahh, this is unexpected."
"#0Approaching in Farron Mausoleum","7001201","Well, I've decided to stop running from my fate."
"#0Approaching in Farron Mausoleum","7001202","Loathe me all you like, I shall take what makes you dragon."
"#0Approaching in Farron Mausoleum, after previusly summoning him","7001100","Ahh, I should've known."
"#0Approaching in Farron Mausoleum, after previusly summoning him","7001101","Well, I've decided to stop running from my fate."
"#0Approaching in Farron Mausoleum, after previusly summoning him","7001102","Loathe me all you like, I shall take what makes you dragon."
"#0After approaching him & he has previously killed the protagonist","7002300","Ahh, there you are."
"#0After approaching him & he has previously killed the protagonist","7002301","This shall be no petty theft."
"#0After approaching him & he has previously killed the protagonist","7002302","As the true dragon, I shall take what is rightfully mine."
"#0Upon killing the protagonist","7002200","Loathe me all you like, but I am the true dragon..."
"#0Upon dying","7002102","You are a dragon, more dragon than I."
"#0Upon dying","7000505","##Inside their keep, snuffing out the flames of
four altars opens the door to the wolf blood."
"#0Upon dying","7000602","##Inside their keep, snuffing out the flames of
four altars opens the door to the wolf blood."
"#0Upon dying","7001300","##..."
"#0Upon dying","7001301","##..."
"#0Upon dying","7001502","##What a bloody joke..."
"#0Upon dying","7001700","##..."
"#0Upon dying","7001701","##..."
"#0Upon dying","7001900","##..."
"#0Upon dying","7001903","##Trapped within your wretched curse."
"#0Upon dying","7002100","##..."
"#0Upon dying","7002103","##A deserter could hope for no better place to die."
