"behavior","subdialogue_id","subdialogue_text"
"#0Talk-At his 3rd location, after acquiring Titanite Slab either two methods","73000803","That the Ringed City rests below it all."
"#0Talk-1st time","73000900","Oh, well, fancy meeting you here."
"#0Talk-1st time","73000901","A true blessing, that we should seek the same place,
and find ourselves standing here, together."
"#0Talk-1st time","73000902","I've got the last of my brew. Let's have our own little toast with it."
"#0Talk-1st time","73000903","To my search, and to your duty. And to the joy that lies before us."
"#0Talk-1st time","73000904","All right, then. Bottoms up!"
"#0Talk-1st time","73000905","..."
"#0Talk-2nd time","73001000","Now, I'm off in search of the Purging Monument."
"#0Talk-2nd time","73001001","Once I find it, everything will come back to me."
"#0Talk-2nd time","73001002","Who I was, what I lived for, what my name was."
"#0Talk-2nd time","73001003","And... What terrible grudges I held."
"#0Talk-2nd time","73001004","...I dunno, I just have this feeling.
That that's the kind of man I was."
"#0Talk-2nd time","73001005","Oh, don't hold it against me, I only think I was!"
"#0Talk-2nd time","73001006","..."
"#0Talk-3rd time","73001100","Now, I'm off in search of the Purging Monument."
"#0Talk-3rd time","73001101","Once I find it, everything will come back to me."
"#0Talk-At his 2nd location after exhausting his dialogue at the 1st","73001200","Oh, and here we are again."
"#0Talk-At his 2nd location after exhausting his dialogue at the 1st","73001201","How goes things? I'm rather running in circles, I'm afraid."
"#0Talk-At his 2nd location after exhausting his dialogue at the 1st","73001202","I can't find the Purging Monument.
And I've searched high and low..."
"#0Talk-At his 2nd location after exhausting his dialogue at the 1st","73001203","What if it was never here in the first place?"
"#0Talk-At his 2nd location after exhausting his dialogue at the 1st","73001204","Ah, bloody hell, what do I know..."
"#0Choose ""I do not know"" to the 1st query, or ""Say nothing"" to the 2nd","73001300","Sorry, I know it doesn't concern you..."
"#0Choose ""I do not know"" to the 1st query, or ""Say nothing"" to the 2nd","73001301","Seeing you all good and well,
I...I just sort of spilled my guts to you."
"#0Choose ""I do not know"" to the 1st query, or ""Say nothing"" to the 2nd","73001302","Just forget it all. Like a good Hollow would!"
"#0Choose ""I do not know"" to the 1st query, or ""Say nothing"" to the 2nd","73001303","..."
"#0Talk-1st time after choosing ""I do not know""  or ""Say nothing""","73001400","...What did I come here in search of?"
"#0Talk-1st time after choosing ""I do not know""  or ""Say nothing""","73001401","...Damn, stop it, I'm unbreakable, unbreakable..."
"#0Talk-2nd time after choosing ""I do not know""  or ""Say nothing""","73001500","...Ahh, please, someone tell me..."
"#0Talk-2nd time after choosing ""I do not know""  or ""Say nothing""","73001501","..Who am I? Why am I here?"
"#0Choose ""Speak of the Purging Monument"", praying at Purging Monument","73001600","Are you certain of that?"
"#0Choose ""Speak of the Purging Monument"", praying at Purging Monument","73001601","No, sorry, I know you'd never lie to me."
"#0Choose ""Speak of the Purging Monument"", praying at Purging Monument","73001602","Thank you, thank you kindly. I'll speed right on over."
"#0Choose ""Speak of the Purging Monument"", praying at Purging Monument","73001603","...It won't be long now, before I know everything."
"#0Choose ""Speak of the Purging Monument"", praying at Purging Monument","73001604","Who I was, what I lived for, and what my name was."
"#0Choose ""Speak of the Purging Monument"", praying at Purging Monument","73001605","And I'll have you to thank for it all."
"#0Talk-1st time after choosing ""Speak of the Purging Monument""","73001700","Ahh, thank you, most sincerely."
"#0Talk-1st time after choosing ""Speak of the Purging Monument""","73001701","I swear upon my birth name."
"#0Talk-1st time after choosing ""Speak of the Purging Monument""","73001702","That I am your friend.
No matter what might come out, no matter what I was."
"#0Talk-1st time after choosing ""Speak of the Purging Monument""","73001703","If you would do me the honour,
allow me to be a true friend, always."
"#0Talk-2nd time after choosing ""Speak of the Purging Monument""","73001800","...It won't be long now, before I know everything."
"#0Talk-2nd time after choosing ""Speak of the Purging Monument""","73001801","Who I was, what I lived for, and what my name was."
"#0Talk-2nd time after choosing ""Speak of the Purging Monument""","73001802","And I'll have you to thank for it all."
"#0Upon being attacked-1st time","73002201","What's wrong, friend?"
"#0Upon being attacked-2nd time","73002202","Stop it! Oh, please!"
"#0Upon being attacked & made hostile","73002300","Bloody hell! Lost your mind, have you?"
"#0Upon being attacked & made hostile","73002301","Then I have no choice! Forgive me!"
"#0Upon killing the protagonist","73002500","Forgive me, friend."
"#0Upon killing the protagonist","73002501","I cannot die just yet."
"#0Upon dying","73002400","..."
"#0Upon dying","73002401","Perhaps...I deserved this..."
"#0Talk-1st time at his 3rd location","73001900","Oh, finally, you've come."
"#0Talk-1st time at his 3rd location","73001901","Now I know exactly who I was.
And for that, I've a little thanks to be giving."
"#0Talk-1st time at his 3rd location","73001902","Go this way, and peep past the broken staircase.
Some awfully fine treasure's just sitting there all alone."
"#0Talk-1st time at his 3rd location","73001903","It'll change your life..."
"#0Talk-2nd time at his 3rd location","73002000","I've much to thank you for, so I'll say it again and again."
"#0Talk-2nd time at his 3rd location","73002001","Go this way, and peep past the broken staircase.
Some awfully fine treasure's just sitting there all alone."
"#0Talk-2nd time at his 3rd location","73002002","What, don't you believe me?"
"#0After approaching the ledge, where he shoves the protagonist","73002100","Every age, it seems, is tainted by the greed of men."
"#0After approaching the ledge, where he shoves the protagonist","73002101","Rubbish, to one such as I, devoid of all worldly wants!"
"#0After approaching the ledge, where he shoves the protagonist","73002102","..."
"#0After approaching the ledge, where he shoves the protagonist","73002103","Hmmm, I dunno, maybe it's just the way we are."
"#0After approaching the ledge, where he shoves the protagonist","73002104","I'll stick you in my prayers. A fine dark soul, to you."
"#0Upon being attacked-1st time at his 3rd location","73002601","What in bloody hell?"
"#0Upon being attacked-2nd time at his 3rd location","73002602","Stop that! Enough of that!"
"#0Upon being attacked & made hostile at his 3rd location","73002700","Bloody hell, you've lost your head, have you?"
"#0Upon being attacked & made hostile at his 3rd location","73002701","Then, let's have a go, shall we."
"#0Upon being attacked & made hostile at his 3rd location","73002702","I'm unbreakable! You can't crack me!"
"#0Upon being attacked & made hostile at his 3rd location","73002703","I'll rot yer flesh!"
"#0Upon killing the protagonist at his 3rd location","73002901","Everything always goes to pot, doesn't it..."
"#0Upon dying at his 3rd location","73002800","..."
"#0Upon dying at his 3rd location","73002801","Curses, of all the luck..."
"#0Upon dying at his 3rd location","73002802","Everything always goes to pot, doesn't it..."
"#0Upon dying at his 3rd location","20003300","##..."
"#0Upon dying at his 3rd location","20003301","##..."
"#0Upon dying at his 3rd location","20003306","##Oh come on, you know it's true!"
"#0Upon dying at his 3rd location","20003500","##..."
"#0Upon dying at his 3rd location","20003502","##Gods' piss, just my bloody luck..."
"#0Upon dying at his 3rd location","20003700","##..."
"#0Upon dying at his 3rd location","20003701","##..."
"#0Upon dying at his 3rd location","20003900","##..."
"#0Upon dying at his 3rd location","20003902","##Gods' spit and piss and blood..."
"#0Upon dying at his 3rd location","73000500","##Oh, wait, I forgot to give you a wee warning."
"#0Upon dying at his 3rd location","73000501","##Watch out for the Dark Spirit lurking at the earthen tower."
"#0Upon dying at his 3rd location","73000502","##I'm hollow, so it won't bother me,
but you're still human, I presume?"
"#0Upon dying at his 3rd location","73000503","##Hmm, must be nice. Really, must be nice!"
"#0Upon dying at his 3rd location","73000504","##..."
"#0Upon dying at his 3rd location","73002200","##..."
"#0Upon dying at his 3rd location","73002203","##..."
"#0Upon dying at his 3rd location","73002204","##..."
"#0Upon dying at his 3rd location","73002600","##..."
"#0Upon dying at his 3rd location","73002603","##..."
"#0Upon dying at his 3rd location","73002604","##..."
"#0Upon dying at his 3rd location","73002900","##True friends, eh?"
