"behavior","subdialogue_id","subdialogue_text"
"#0Talk-After helping her against Holy Knight Hodrick","8000604","But there is...one last thing."
"#0Talk-After helping her against Holy Knight Hodrick","8000605","May I take a vow? To serve you, as a knight."
"#0Choose ""Refuse"" to either the 1st or 2nd query","8000900","Yes, of course."
"#0Choose ""Refuse"" to either the 1st or 2nd query","8000901","I am afraid I have overstepped my bounds."
"#0Choose ""Refuse"" to either the 1st or 2nd query","8000902","But if you might ever reconsider,
and allow me to avow myself to you..."
"#0Choose ""Refuse"" to either the 1st or 2nd query","8000903","Do not hesitate to speak up."
"#0Choose ""Refuse"" to either the 1st or 2nd query","8000904","Blessing of the moon upon your journey."
"#0Talk-After choosing ""Refuse"" to either the 1st or 2nd query","8001000","Oh, hello again. May I avow myself to you?"
"#0Talk-After choosing ""Refuse"" to either the 1st or 2nd query","8001001","As a faithful knight, yours and true."
"#0Choose ""Accept her knightly vow"" to either the 1st or 2nd query","8000700","Oh, I am most grateful."
"#0Choose ""Accept her knightly vow"" to either the 1st or 2nd query","8000701","I, Sirris, do hereby serve as your faithful knight."
"#0Choose ""Accept her knightly vow"" to either the 1st or 2nd query","8000702","Wherever, whenever, I am needed,
and even if all should turn against you..."
"#0Choose ""Accept her knightly vow"" to either the 1st or 2nd query","8000703","My loyalty shall never waver."
"#0Choose ""Accept her knightly vow"" to either the 1st or 2nd query","8000704","Blessing of the moon upon your journey."
"#0Talk-After choosing ""Accept her knightly vow"" to either the 1st or 2nd query","8000800","If I may ever be of assistance, call upon me."
"#0Talk-After choosing ""Accept her knightly vow"" to either the 1st or 2nd query","8000801","I am your knight, forever and true."
"#0Talk-After choosing ""Accept her knightly vow"" to either the 1st or 2nd query","8000802","Blessing of the moon upon your journey."
"#0Upon being attacked-1st time","8001100","..."
"#0Upon being attacked-2nd time","8001101","..."
"#0Upon being attacked & made hostile","8001200","You've been clean Hollowed, have you?"
"#0Upon being attacked & made hostile","8001201","Then I will show no mercy."
"#0Upon being attacked & made hostile","8001202","This is not my time to die."
"#0Upon killing the protagonist","8001400","Wretched Hollow. Your long sleep begins..."
"#0Upon dying","8001302","Forgive me, grandad..."
"#0Upon being attacked if the protagonist accepted her knightly vow-1st time","8001500","..."
"#0Upon being attacked if the protagonist accepted her knightly vow-2nd time","8001501","..."
"#0Upon being attacked if the protagonist accepted her knightly vow-3rd time","8001503","What's come over you!"
"#0Upon being attacked if the protagonist accepted her knightly vow-4th time","8001504","Please, stop this!"
"#0Upon dying if the protagonist accepted her knightly vow","8001600","..."
"#0Upon dying if the protagonist accepted her knightly vow","8001601","My vows..."
"#0Talk-1st time after offering a Pale Tongue to Rosaria","8001800","Mm, I see that you are now a Finger of Rosaria."
"#0Talk-1st time after offering a Pale Tongue to Rosaria","8001801","Your path is wholly different to mine."
"#0Talk-1st time after offering a Pale Tongue to Rosaria","8001802","Gentle Unkindled, I bid you farewell."
"#0Talk-1st time after offering a Pale Tongue to Rosaria","8001803","If we meet again, it will be as adversaries."
"#0Talk-2nd time after offering a Pale Tongue to Rosaria","8001900","Gentle Unkindled, I bid you farewell."
"#0Talk-2nd time after offering a Pale Tongue to Rosaria","8001901","If we meet again, it will be as adversaries."
"#0Upon being attacked & made hostile if a Pale Tongue was offered to Rosaria","8002000","Yes, I see, an arrant Finger you've become."
"#0Upon being attacked & made hostile if a Pale Tongue was offered to Rosaria","8002001","Very well."
"#0Upon being attacked & made hostile if a Pale Tongue was offered to Rosaria","8002002","I will cut each Finger from the hand."
"#0Upon killing the protagonist if a Pale Tongue was offered to Rosaria","8002100","You poor bastard. May you rest soundly."
"#0Upon killing the protagonist if a Pale Tongue was offered to Rosaria","8001103","##What are you doing?"
"#0Upon killing the protagonist if a Pale Tongue was offered to Rosaria","8001104","##Cease this, at once!"
"#0Upon killing the protagonist if a Pale Tongue was offered to Rosaria","8001300","##..."
"#0Upon killing the protagonist if a Pale Tongue was offered to Rosaria","8001301","##How could this be..."
"#0Upon killing the protagonist if a Pale Tongue was offered to Rosaria","8001602","##What have I done..."
"#0Upon killing the protagonist if a Pale Tongue was offered to Rosaria","800","##..."
